Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Units_Sold,Discount_Applied,Revenue,Clicks,Impressions,Conversion_Rate,Category,Region,Ad_CTR,Ad_CPC,Ad_Spend
65325f5d-e6c4-4bd1-95db-a2c6c682fbeb,Customer_11432,Product_331,2024-10-09,218,0.19,375.39,42,320,0.13,Clothing,North America,0.197,0.11,21.67
a022bdc9-070e-462f-a6c6-1180382f0a5f,Customer_5074,Product_605,2024-04-15,174,0.27,448.77,36,175,0.21,Toys,Asia,0.1326,1.84,243.98
57cedb8f-99c9-4726-a081-12c6b9f6936b,Customer_3718,Product_235,2024-07-12,198,0.18,284.22,13,158,0.08,Electronics,Europe,0.1792,1.2,215.04
6a05015e-b83a-404e-8c2b-455fc890ea58,Customer_11896,Product_183,2024-12-03,183,0.25,729.72,42,424,0.1,Clothing,Europe,0.1879,1.77,332.58
a0f34f16-f000-494f-a74b-4a7f2bcbd695,Customer_1603,Product_10,2024-04-02,192,0.13,583.6,38,34,1.12,Toys,Europe,0.1535,0.32,49.12
fd3e8994-c8bc-4006-bc3a-e71b0f36bbde,Customer_10163,Product_34,2024-11-26,165,0.24,370.24,25,160,0.16,Clothing,Asia,0.1277,0.57,72.79
b1a15c95-cb8a-45ab-ba78-098ea0282ce5,Customer_16498,Product_114,2024-11-26,174,0.12,344.98,5,392,0.01,Home Appliances,Europe,0.179,0.5,89.5
58d4e3b4-b896-423b-8cde-ee9be5e24ebd,Customer_6095,Product_191,2024-04-13,197,0.15,1006.57,37,92,0.4,Books,North America,0.1081,1.17,126.48
3e3477ba-100d-4cc2-8085-01a0ff546a77,Customer_4848,Product_287,2024-10-13,171,0.07,13.79,29,110,0.26,Toys,Asia,0.0992,1.09,108.13
d72749e4-590d-4b29-b2da-d970f5167b58,Customer_16596,Product_670,2024-06-07,207,0.03,928.1,47,242,0.19,Home Appliances,North America,0.1914,1.11,212.45
49c052fc-962d-4025-bbe3-b792cc2db94c,Customer_15845,Product_185,2024-02-03,165,0.18,510.15,49,72,0.68,Books,Europe,0.0766,1.53,117.2
5498d55b-1b52-461c-9be9-a57d614eeda8,Customer_11735,Product_843,2024-08-01,183,0.16,210.1,13,102,0.13,Clothing,Europe,0.1216,1.24,150.78
8b6c32d5-2339-495d-b86a-231beb29a7d4,Customer_18830,Product_209,2024-12-02,188,0.22,47.74,35,49,0.71,Toys,Europe,0.1295,0.95,123.02
8314ed3b-e167-43cb-85f3-03e7e82827c0,Customer_10409,Product_885,2024-11-04,188,0.2,327.77,4,42,0.1,Toys,Europe,0.013,1.42,18.46
a9681233-f717-4948-b7f9-6327a44ccde2,Customer_5429,Product_72,2024-01-19,237,0.24,452.35,25,244,0.1,Electronics,North America,0.1678,0.76,127.53
41a04206-7be5-490d-88cd-d7707dc049c7,Customer_2818,Product_258,2024-10-10,206,0.07,1324.58,3,109,0.03,Home Appliances,North America,0.161,1.22,196.42
a21756d7-5880-4136-ae5d-0dcb88280109,Customer_1101,Product_263,2024-05-17,178,0.0,302.88,18,31,0.58,Electronics,Asia,0.1297,1.45,188.06
56ad5f57-802b-44de-ac24-893d07b46161,Customer_19915,Product_350,2024-09-25,173,0.18,325.72,46,73,0.63,Home Appliances,Europe,0.0441,0.38,16.76
dc93b3c4-0ad2-46eb-b867-ba12ddc03991,Customer_1557,Product_393,2024-10-03,235,0.16,366.06,22,347,0.06,Electronics,North America,0.0175,1.43,25.02
c53894f9-deb7-4a9a-94bb-1bc59d74eb76,Customer_12916,Product_12,2024-02-09,195,0.12,734.57,8,42,0.19,Books,North America,0.1275,1.51,192.52
5089338c-7dbf-4bec-8d7c-121060f4728a,Customer_12970,Product_439,2024-11-08,234,0.21,83.98,18,398,0.05,Electronics,North America,0.0765,1.09,83.38
2632da00-a19e-4381-936c-aa1c5966e15a,Customer_4405,Product_46,2024-03-11,214,0.16,612.6,7,497,0.01,Clothing,North America,0.0451,0.79,35.63
fc0ae4d8-1ea1-4ef5-80b1-36b3511fc420,Customer_14362,Product_2,2024-05-30,163,0.22,27.77,37,90,0.41,Books,Europe,0.1223,0.98,119.85
50edef34-92ad-46c9-ae85-4ca3543e95d4,Customer_5943,Product_285,2024-09-28,199,0.09,819.76,36,353,0.1,Electronics,Europe,0.1206,1.8,217.08
be9a13b9-3ea5-46d1-94d0-f6337b811831,Customer_6573,Product_714,2024-12-04,222,0.16,306.97,18,431,0.04,Toys,North America,0.1753,1.06,185.82
8290f3a7-8b05-40b9-a81e-4bb8593b53fc,Customer_10021,Product_928,2024-10-12,215,0.09,359.4,36,221,0.16,Clothing,North America,0.1632,1.89,308.45
a147eaf3-cb57-4919-89cb-c0e2bc39051a,Customer_11294,Product_738,2024-03-16,192,0.01,1871.54,29,460,0.06,Toys,Europe,0.1362,0.87,118.49
70c3d66b-abb3-4398-b979-01ade45159c2,Customer_19157,Product_892,2024-03-27,180,0.15,198.14,22,394,0.06,Clothing,Europe,0.0434,0.59,25.61
52ef9184-4abb-41f8-ac90-ce854bb02a96,Customer_264,Product_749,2024-03-14,237,0.06,894.2,9,378,0.02,Electronics,North America,0.0884,0.13,11.49
22cf027a-487b-4ae9-8fb6-d1df894ef818,Customer_15119,Product_298,2024-05-31,234,0.29,375.11,6,430,0.01,Electronics,North America,0.1331,1.99,264.87
0c7d7fcb-386b-46e5-9706-7a24256f5338,Customer_7143,Product_467,2024-01-07,192,0.17,164.31,37,98,0.38,Toys,Europe,0.0721,0.37,26.68
1180d528-6401-42e1-8398-6f7078634fbf,Customer_18837,Product_462,2024-09-17,180,0.27,107.78,34,260,0.13,Clothing,Europe,0.073,0.36,26.28
1a6f7550-0607-4964-9aef-bd60271712d7,Customer_2574,Product_966,2024-04-05,183,0.25,1163.25,13,417,0.03,Clothing,Europe,0.096,0.32,30.72
449aa33b-03ae-4e91-8f9c-f7558562cabd,Customer_17508,Product_599,2024-02-01,206,0.07,413.31,11,108,0.1,Home Appliances,North America,0.1029,1.13,116.28
bf956dde-a2c9-42d4-a193-7664fc6dc77a,Customer_4222,Product_919,2024-06-09,150,0.15,53.21,23,10,2.3,Books,Asia,0.0912,1.35,123.12
5b03fd85-63cd-402a-b370-30285380b742,Customer_14844,Product_180,2024-01-18,182,0.14,95.77,45,29,1.55,Clothing,Europe,0.0352,1.79,63.01
6057ed2d-9e49-4924-a0e7-194d87e29a0f,Customer_14080,Product_320,2024-03-07,197,0.27,423.58,17,444,0.04,Books,North America,0.1951,1.19,232.17
ead13932-6841-4ee7-8b67-2e9fdfc8b4ab,Customer_17334,Product_864,2024-02-20,214,0.13,135.56,30,463,0.06,Clothing,North America,0.1166,0.66,76.96
855d62f3-a7ea-413d-886a-373ed633288d,Customer_4897,Product_798,2024-02-08,166,0.16,780.07,4,188,0.02,Books,Europe,0.1645,1.96,322.42
bb256994-edd3-462f-913e-89900bcf202e,Customer_1392,Product_691,2024-11-07,237,0.14,478.13,4,192,0.02,Electronics,North America,0.1163,0.96,111.65
604b61c6-8df3-48d7-921c-887274adc650,Customer_7971,Product_256,2024-11-23,222,0.08,283.51,22,59,0.37,Toys,North America,0.1127,1.41,158.91
841752b3-3514-4821-b628-5248e8299dd1,Customer_16952,Product_884,2024-05-28,167,0.14,572.97,30,463,0.06,Books,Europe,0.175,1.94,339.5
765428b1-c882-4bd5-aa9b-dd0e40e620f7,Customer_3210,Product_810,2024-11-27,180,0.05,393.72,26,158,0.16,Electronics,Asia,0.0322,1.29,41.54
64a2faf1-9247-4ae0-a2f2-d74184cc9a9a,Customer_10999,Product_376,2023-12-29,235,0.14,1264.33,14,492,0.03,Electronics,North America,0.0253,0.49,12.4
a1dca6f3-04c7-4900-bd62-32fa5f1473c7,Customer_17493,Product_903,2024-04-28,158,0.1,1201.96,25,25,1.0,Home Appliances,Asia,0.1186,1.52,180.27
49bd78d7-4a8b-46b5-a16e-db0e9c6d70ee,Customer_10895,Product_520,2024-02-03,215,0.11,557.07,24,58,0.41,Clothing,North America,0.1611,0.61,98.27
f6337beb-1c3d-4e37-a798-4164fda7f38c,Customer_18210,Product_499,2024-02-25,232,0.01,484.79,42,322,0.13,Electronics,North America,0.147,0.91,133.77
b9b56bd8-b296-40dc-bb4d-12f70effc839,Customer_13305,Product_143,2024-07-24,215,0.1,320.46,32,170,0.19,Clothing,North America,0.1543,1.93,297.8
7a22e94e-edf0-4915-ab56-4e8b24b99bc7,Customer_19013,Product_522,2024-11-28,173,0.03,369.16,22,134,0.16,Home Appliances,Europe,0.1716,1.11,190.48
b5d30656-ab4b-4bc1-ac02-542e3dd24210,Customer_5793,Product_99,2024-05-25,163,0.28,151.56,21,234,0.09,Clothing,Asia,0.1179,1.22,143.84
4df97450-1538-4353-8a3d-b502ba72f65f,Customer_17848,Product_928,2024-06-19,181,0.28,189.58,12,209,0.06,Clothing,Europe,0.1658,1.29,213.88
2cd0ea80-3bce-479c-8631-581fdda43497,Customer_18503,Product_522,2023-12-19,206,0.28,411.03,12,42,0.29,Home Appliances,North America,0.1934,1.26,243.68
b16d84a2-76a2-4115-941d-05e18e3cacf2,Customer_19074,Product_142,2024-02-09,206,0.19,517.52,22,280,0.08,Home Appliances,North America,0.0322,1.53,49.27
503f2fba-aee2-4859-8b88-4a7a877bff6c,Customer_854,Product_588,2024-09-02,163,0.11,282.94,35,33,1.06,Clothing,Asia,0.1278,1.8,230.04
60653107-53a7-4429-b3c9-852cb2f2569a,Customer_14479,Product_625,2023-12-16,222,0.03,400.52,9,152,0.06,Toys,North America,0.0814,0.85,69.19
442f1dca-56a6-4242-8490-575d7c8e25c9,Customer_19427,Product_585,2024-07-25,171,0.11,256.1,11,454,0.02,Toys,Asia,0.1119,1.67,186.87
6b551087-de9c-4e10-ad1a-786890226718,Customer_18266,Product_497,2024-08-21,207,0.17,1065.82,7,129,0.05,Home Appliances,North America,0.012,0.14,1.68
12ee51e6-1fbd-4030-9e4e-1a78ee4817b8,Customer_13758,Product_440,2024-09-24,232,0.06,522.02,41,378,0.11,Electronics,North America,0.0255,0.29,7.39
4c393a95-e3fd-4a1d-a998-6d1b62080fdb,Customer_15301,Product_285,2024-05-04,232,0.14,516.48,2,112,0.02,Electronics,North America,0.1429,0.18,25.72
1c4d51c5-dbd3-4b51-8dc5-73011eb78ca9,Customer_11296,Product_329,2024-05-08,173,0.23,1538.46,46,201,0.23,Toys,Asia,0.1372,0.61,83.69
35b99d82-810b-4562-bb20-fc3528244679,Customer_5422,Product_324,2024-04-19,181,0.14,626.29,0,442,0.0,Clothing,Europe,0.127,1.0,127.0
d1e02e13-aa60-4417-83cb-4e9eab04e877,Customer_17825,Product_51,2024-05-06,222,0.22,465.24,18,10,1.8,Toys,North America,0.1516,1.0,151.6
b3bbb0da-083b-496f-9998-e0a1674a3f56,Customer_3869,Product_701,2024-11-18,149,0.27,297.93,46,323,0.14,Books,Asia,0.0759,0.68,51.61
4f255f1a-f2b9-496f-8c22-ecdbebceb7ca,Customer_2802,Product_131,2024-08-19,214,0.08,317.07,7,211,0.03,Clothing,North America,0.0894,1.49,133.21
39a78537-ab62-4482-929e-41415239ce16,Customer_19287,Product_323,2024-02-09,177,0.3,298.61,36,217,0.17,Electronics,Asia,0.1631,0.73,119.06
ab5d8e2d-d673-434f-9ed4-c9ab18a1a9b2,Customer_10569,Product_311,2024-03-28,195,0.1,304.59,31,302,0.1,Electronics,Europe,0.1924,0.25,48.1
397f9376-4813-46a0-aa0a-7ed60cd6ae8d,Customer_10634,Product_342,2023-12-15,230,0.08,186.78,42,146,0.29,Electronics,North America,0.1651,1.66,274.07
1e13d318-3268-4851-b626-cfb1df3fe616,Customer_17885,Product_644,2024-10-26,173,0.01,571.99,18,373,0.05,Home Appliances,Europe,0.0589,1.64,96.6
b14b0cb4-8422-4ce0-a9a6-5f223037460c,Customer_14263,Product_51,2024-08-19,191,0.02,1169.06,32,206,0.16,Toys,Europe,0.0554,1.29,71.47
e41192cc-0425-4b8f-a51f-14ceac751b76,Customer_1483,Product_859,2024-08-08,162,0.29,19.53,24,84,0.29,Books,Europe,0.1995,1.76,351.12
c7b3b70f-92fc-45c7-9c11-5c3c6e07610d,Customer_17627,Product_757,2024-08-04,180,0.17,1007.08,49,177,0.28,Electronics,Asia,0.1179,0.4,47.16
1ee7ecf4-fae8-43fe-8f54-47123d462f6b,Customer_13424,Product_100,2023-12-08,206,0.06,1466.14,7,23,0.3,Home Appliances,North America,0.0994,1.34,133.2
3cd39879-902f-4ac5-acac-191e658fe5e1,Customer_14163,Product_951,2024-02-13,192,0.13,417.11,47,381,0.12,Books,North America,0.0474,0.82,38.87
56e101a9-498b-4097-b15e-e38429bbe97e,Customer_5131,Product_38,2024-10-20,234,0.01,438.13,27,388,0.07,Electronics,North America,0.1299,1.44,187.06
77175e95-7006-4aca-b32a-1ce1ad06f436,Customer_14963,Product_128,2024-03-07,156,0.13,637.1,1,140,0.01,Home Appliances,Asia,0.1737,1.36,236.23
1dbd90d7-46d2-4e2a-bef2-7eaed4e1b3a3,Customer_17328,Product_103,2024-09-21,189,0.22,842.84,35,328,0.11,Toys,Europe,0.0748,1.67,124.92
6d494a43-a2c9-43c5-812a-994880b848f4,Customer_13699,Product_837,2024-09-26,172,0.19,726.28,45,30,1.5,Home Appliances,Europe,0.0511,1.11,56.72
660ed459-5b39-4d19-9ae5-8326e1ac24be,Customer_2803,Product_665,2024-11-06,172,0.24,567.36,12,497,0.02,Toys,Asia,0.0777,0.29,22.53
4a2715c0-2a28-4579-ad46-2b27d563fdba,Customer_4496,Product_912,2024-09-06,156,0.04,84.42,17,89,0.19,Home Appliances,Asia,0.0455,0.73,33.22
6b39de68-2722-4bfd-a328-1d749d4cf061,Customer_15713,Product_915,2024-10-17,163,0.24,612.73,38,382,0.1,Clothing,Asia,0.037,1.3,48.1
e3272a14-3221-470f-9a23-42700d017229,Customer_8321,Product_399,2024-01-23,157,0.17,584.08,17,172,0.1,Home Appliances,Asia,0.0209,1.36,28.42
391cd9a7-bae8-498c-b509-2ddb4562bb44,Customer_3722,Product_600,2024-09-17,232,0.02,349.9,41,75,0.55,Electronics,North America,0.0206,1.44,29.66
92ceeb92-b4ce-4c28-b7da-e39665bdaf86,Customer_17434,Product_155,2023-12-29,150,0.25,206.98,6,274,0.02,Books,Asia,0.1947,1.21,235.59
b6ef7b77-3663-4bc1-956f-143670bd744a,Customer_17947,Product_229,2024-04-19,195,0.21,195.09,21,340,0.06,Electronics,Europe,0.1316,0.45,59.22
4699c2bd-53aa-4fe9-a808-1f69c93b76b2,Customer_9928,Product_565,2024-09-09,221,0.15,65.5,41,172,0.24,Toys,North America,0.1174,1.02,119.75
5497e014-86fa-45ee-bda2-06a887992eaa,Customer_10070,Product_954,2024-02-07,221,0.13,100.75,34,386,0.09,Toys,North America,0.0559,0.34,19.01
92078017-f588-458d-8c61-e57816b2f5c5,Customer_19209,Product_533,2024-01-01,177,0.28,107.34,15,355,0.04,Electronics,Asia,0.0376,0.96,36.1
11969746-e1d9-4c71-afb5-72e3ac4add8d,Customer_15108,Product_574,2024-05-05,180,0.23,229.8,48,331,0.15,Electronics,Asia,0.0408,1.72,70.18
7d4a52bc-5a9c-4448-90ae-fd713421f404,Customer_9280,Product_729,2024-07-18,232,0.03,738.07,7,159,0.04,Electronics,North America,0.1253,1.91,239.32
2a487bd6-f26f-4d63-9211-30f4c7d492b1,Customer_13071,Product_418,2024-02-03,225,0.13,584.19,20,166,0.12,Toys,North America,0.1685,1.36,229.16
3744af2c-224b-4dd5-9999-c64bfa49bf78,Customer_9953,Product_648,2024-03-26,180,0.0,650.61,10,262,0.04,Electronics,Asia,0.0694,1.09,75.65
1264f535-b1b1-427d-86ce-95738a61e87f,Customer_6364,Product_132,2024-07-31,178,0.26,45.63,46,375,0.12,Electronics,Asia,0.0839,0.47,39.43
9193a458-8b5f-43c9-8f55-a9822eedbaf1,Customer_2721,Product_906,2024-03-17,171,0.12,407.99,14,313,0.04,Toys,Asia,0.0856,0.9,77.04
fc42c7af-ba4c-4dfe-8152-ecc23392e535,Customer_11612,Product_998,2024-12-06,163,0.1,844.96,22,356,0.06,Clothing,Asia,0.1484,1.04,154.34
cb6361c0-5e82-4909-8549-27f221ac2e58,Customer_3195,Product_372,2024-05-18,230,0.14,256.83,7,254,0.03,Electronics,North America,0.188,0.89,167.32
2fdf0247-ebe8-4b90-9001-357e1ffd9b20,Customer_638,Product_491,2024-12-03,234,0.2,73.8,35,143,0.24,Electronics,North America,0.045,0.63,28.35
2ca09cc3-c486-44ef-8dd4-23d6835b36be,Customer_9798,Product_169,2024-06-05,163,0.25,272.83,27,155,0.17,Clothing,Asia,0.026,1.14,29.64
c717e4d5-e0bf-4441-8ccf-1308be8c0dde,Customer_7489,Product_491,2024-06-12,230,0.1,55.35,18,313,0.06,Electronics,North America,0.0109,0.91,9.92
786d7eda-7215-45c6-962c-e564c61e0a0c,Customer_13285,Product_785,2024-03-09,222,0.22,678.02,41,145,0.28,Toys,North America,0.076,1.29,98.04
2c8b2861-d88c-479a-a6cc-d3a114fdcd87,Customer_9621,Product_904,2024-07-20,169,0.25,244.3,7,427,0.02,Home Appliances,Europe,0.1086,1.88,204.17
d92f0a3f-1373-4d92-92fd-b1318f3d92b4,Customer_16880,Product_558,2024-08-23,150,0.02,1564.51,34,359,0.09,Books,Asia,0.1659,1.29,214.01
5b2f726a-59d6-4562-8c4e-65b4165ed02c,Customer_18018,Product_720,2024-11-18,211,0.22,731.72,32,474,0.07,Clothing,North America,0.116,1.49,172.84
8d4a8911-781e-4bb3-8642-3af3fa406333,Customer_11578,Product_143,2024-06-03,161,0.17,98.51,46,186,0.25,Clothing,Asia,0.1658,1.82,301.76
634fe2ac-4311-4de9-a10c-987b5b621885,Customer_13551,Product_732,2024-02-20,193,0.29,841.01,17,448,0.04,Books,North America,0.0922,1.27,117.09
fe292855-e3fd-47d7-8ede-5b6ac673da10,Customer_6327,Product_206,2024-02-07,187,0.07,903.68,17,359,0.05,Toys,Europe,0.1934,0.56,108.3
fe944079-3482-431c-a5f1-8a08ef4414f8,Customer_15217,Product_945,2024-02-21,172,0.1,1343.9,34,146,0.23,Home Appliances,Europe,0.0873,1.18,103.01
5b2ce0e4-951b-4f9e-984c-7318609dd99f,Customer_13729,Product_246,2024-11-22,222,0.16,856.22,11,478,0.02,Toys,North America,0.0189,0.84,15.88
382c8440-16e3-4316-ab25-1a2605185fec,Customer_3971,Product_834,2024-07-19,165,0.09,1113.4,22,328,0.07,Clothing,Asia,0.1357,0.11,14.93
7104a7d5-4685-491e-ad2a-1c1ccc9a75c1,Customer_1761,Product_885,2024-08-22,224,0.1,1474.96,45,209,0.22,Toys,North America,0.1503,1.58,237.47
a0ce1749-32b4-484d-be09-e6db2ae61734,Customer_9231,Product_271,2024-03-12,155,0.08,863.84,1,388,0.0,Home Appliances,Asia,0.1864,1.32,246.05
ca902218-e33e-4abc-a2ed-78d8f70bad36,Customer_6474,Product_940,2024-09-01,157,0.09,1210.26,24,262,0.09,Home Appliances,Asia,0.1825,0.22,40.15
57a875d2-7b0c-451b-a098-8c151e253ac5,Customer_2984,Product_505,2024-02-07,181,0.24,509.99,26,133,0.2,Clothing,Europe,0.123,1.58,194.34
fe045493-3642-4f1b-8e85-fc036440c1bb,Customer_9162,Product_949,2024-04-02,192,0.05,556.26,25,142,0.18,Books,North America,0.0242,0.27,6.53
91769f8a-6fad-4b05-a1b9-cc8c9b567ca4,Customer_18940,Product_521,2024-02-04,170,0.1,747.85,17,406,0.04,Toys,Asia,0.1025,0.93,95.32
37fbe8a9-9c80-4777-a319-adaf2c390639,Customer_11544,Product_686,2024-03-31,202,0.2,780.19,32,455,0.07,Home Appliances,North America,0.1849,1.53,282.9
d3e9b5d2-29f8-4f93-9b08-9d712dcff3a6,Customer_8386,Product_311,2024-05-30,230,0.21,534.72,28,440,0.06,Electronics,North America,0.1945,0.1,19.45
d8b7859a-a54f-42d4-81d8-238cbc76ace2,Customer_250,Product_432,2024-05-06,221,0.23,224.72,41,38,1.08,Toys,North America,0.0127,1.45,18.41
6143bd43-87f4-4e24-81d8-8e4354aa4050,Customer_5171,Product_572,2024-08-21,180,0.24,484.68,15,468,0.03,Clothing,Europe,0.1354,0.1,13.54
539eec11-5b16-4525-9323-144991e1e3ac,Customer_14372,Product_924,2024-08-24,172,0.11,1174.84,41,364,0.11,Toys,Asia,0.1763,1.21,213.32
585179a5-8095-4772-a007-d9cd360f8f7b,Customer_11923,Product_828,2024-07-13,195,0.09,1776.36,3,70,0.04,Books,North America,0.1959,0.56,109.7
9dd77fd1-ad8c-4aa2-b8eb-e12a0e6ebe9c,Customer_7203,Product_927,2024-06-17,150,0.21,777.04,17,180,0.09,Books,Asia,0.1347,1.35,181.84
54cc7697-d696-4b17-9e74-abe728586f61,Customer_1579,Product_616,2023-12-14,224,0.3,377.8,3,493,0.01,Toys,North America,0.0608,0.7,42.56
badfb7e7-ccdf-4f15-9326-802526cbf61c,Customer_13883,Product_704,2024-10-16,185,0.03,90.83,11,464,0.02,Toys,Europe,0.1992,1.72,342.62
029ad1e6-4c4e-4939-8d76-ac56bd827c5c,Customer_4536,Product_621,2024-08-04,219,0.21,78.53,44,191,0.23,Toys,North America,0.1856,0.96,178.18
c6739168-79ad-45e3-9a97-e4cb5c8ea024,Customer_15051,Product_698,2024-01-23,194,0.17,146.98,6,473,0.01,Electronics,Europe,0.1296,1.01,130.9
211bb8d6-1f99-494a-9fd5-f781244806bf,Customer_3357,Product_280,2024-03-21,232,0.03,1444.82,23,440,0.05,Electronics,North America,0.0314,0.24,7.54
07b0204e-ed81-4fe3-bddb-e477419367b1,Customer_702,Product_122,2024-07-14,222,0.04,859.45,17,477,0.04,Toys,North America,0.0101,1.78,17.98
c2478507-55c2-4d3a-b859-1e5fb00bdb73,Customer_14316,Product_984,2024-07-09,232,0.15,1201.87,1,98,0.01,Electronics,North America,0.0669,1.04,69.58
1fbc4eab-62d6-4187-bcb8-ff9cf190f40a,Customer_7604,Product_844,2023-12-27,194,0.03,885.71,16,171,0.09,Electronics,Europe,0.1699,1.77,300.72
d3d533cf-5fdb-4a52-b417-be28bc3cf6d0,Customer_4644,Product_947,2024-03-30,230,0.09,901.15,27,165,0.16,Electronics,North America,0.0955,1.47,140.39
3746083c-52f8-4d53-a5c0-19c157344ad2,Customer_8595,Product_880,2024-05-02,211,0.23,258.23,30,421,0.07,Clothing,North America,0.1856,1.37,254.27
f3609557-b052-400f-a4bd-66b1b2881b0d,Customer_13765,Product_784,2024-10-30,184,0.02,360.03,40,30,1.33,Toys,Europe,0.1762,1.72,303.06
f062f1b2-90e9-487d-8f0a-7940df1923f6,Customer_6493,Product_639,2024-08-09,172,0.12,603.01,39,88,0.44,Home Appliances,Europe,0.1726,1.57,270.98
123be084-351a-41d2-8e32-035d6a26466e,Customer_15537,Product_953,2024-03-01,227,0.12,12.66,20,215,0.09,Electronics,North America,0.0219,0.39,8.54
2c504067-c22e-4943-9c5c-f366b27bb7c6,Customer_4360,Product_959,2024-11-15,162,0.04,1124.44,16,270,0.06,Clothing,Asia,0.1135,1.28,145.28
b0073b5f-f0ef-418f-930a-c0558a6c68eb,Customer_9215,Product_887,2024-12-01,213,0.07,332.27,8,184,0.04,Clothing,North America,0.1923,1.89,363.45
0fcceba3-bb35-4260-9b0a-8ffa1e9d7665,Customer_17853,Product_605,2024-08-25,219,0.15,348.36,39,67,0.58,Toys,North America,0.1194,0.9,107.46
faa04ec1-bbec-44bf-ae22-8cc55ed96e34,Customer_396,Product_132,2024-01-20,177,0.26,68.44,45,88,0.51,Electronics,Asia,0.0683,0.39,26.64
d7f9413b-ec36-4fed-8b6c-57268939e589,Customer_6841,Product_983,2024-01-12,177,0.28,1055.61,45,343,0.13,Electronics,Asia,0.1096,0.76,83.3
e595ea8d-830d-4080-b106-bf7aec5e8b83,Customer_3802,Product_251,2024-09-10,227,0.13,176.44,16,42,0.38,Electronics,North America,0.0348,0.2,6.96
b7f47eb3-2d4a-42c4-84f2-631a1b231d58,Customer_806,Product_524,2024-03-23,146,0.29,16.03,15,17,0.88,Books,Asia,0.0168,1.74,29.23
8fb884aa-3656-47a9-8be3-2d279e7c0804,Customer_6931,Product_961,2024-01-01,169,0.02,505.05,32,391,0.08,Toys,Asia,0.1843,1.56,287.51
14fda814-0dae-4c66-a3d3-327f4efdddb9,Customer_5844,Product_140,2024-01-15,196,0.18,541.63,3,162,0.02,Electronics,Europe,0.0242,0.37,8.95
38e8c292-e39c-449c-8c22-d210843e5c1d,Customer_4771,Product_197,2024-01-01,160,0.08,138.26,26,112,0.23,Books,Europe,0.1578,0.14,22.09
f68cd833-a631-4300-a318-a70b9bdaf58e,Customer_10643,Product_248,2023-12-29,163,0.04,1738.48,7,86,0.08,Clothing,Asia,0.0304,1.24,37.7
a1114492-af55-408c-af48-b6cebb53595a,Customer_9010,Product_675,2024-03-13,222,0.27,432.13,43,228,0.19,Toys,North America,0.1931,1.63,314.75
bf0f334f-49b0-4f23-a7dc-45bb4b785b15,Customer_18499,Product_103,2024-07-01,170,0.04,1037.35,3,188,0.02,Toys,Asia,0.0497,1.62,80.51
6e6540c1-3103-4696-9596-cfb437efde1c,Customer_1147,Product_581,2024-10-19,188,0.1,672.05,17,337,0.05,Toys,Europe,0.1903,0.12,22.84
cd6d4cde-26fa-4a09-8b5c-7db54939f935,Customer_13725,Product_17,2023-12-27,230,0.1,390.2,0,310,0.0,Electronics,North America,0.043,0.61,26.23
19344004-7c58-4672-a22b-e9d0758a8dbb,Customer_1485,Product_777,2024-07-05,196,0.29,394.28,36,415,0.09,Electronics,Europe,0.1753,1.25,219.12
dc7666bb-254b-4dfa-a5c5-662f522bdfe9,Customer_4944,Product_841,2024-06-06,176,0.25,136.64,34,388,0.09,Clothing,Europe,0.1485,1.22,181.17
87bdd083-e899-4e6b-b950-4cc680146bf5,Customer_4745,Product_471,2024-08-31,161,0.05,445.72,22,188,0.12,Clothing,Asia,0.1399,0.39,54.56
c802e96d-96b4-4fd0-b748-1cf106f87631,Customer_2029,Product_202,2024-07-20,170,0.16,330.45,27,487,0.06,Toys,Asia,0.1431,1.43,204.63
32540b5a-32c2-4089-8ca9-f28e0b4d3a3e,Customer_16698,Product_7,2024-07-04,188,0.03,573.77,38,474,0.08,Toys,Europe,0.1598,1.47,234.91
266f4aad-298d-468a-8261-40181ac787cd,Customer_10373,Product_484,2024-03-19,229,0.14,541.01,11,175,0.06,Electronics,North America,0.0122,0.64,7.81
ddd7f199-8b26-4a00-9777-1a3a5529a63f,Customer_4869,Product_822,2023-12-14,195,0.03,844.98,35,195,0.18,Electronics,Europe,0.1198,1.28,153.34
d6aca9cd-082e-42c1-9867-33ae7ec3638b,Customer_16494,Product_903,2024-08-23,154,0.14,765.69,32,451,0.07,Home Appliances,Asia,0.0379,1.12,42.45
8991908e-b67e-47fd-99c3-45de8be5fb79,Customer_2289,Product_880,2024-05-22,161,0.04,321.96,39,168,0.23,Clothing,Asia,0.0681,1.19,81.04
68c96057-12a2-4d03-bf48-ab3a3fc7b4c7,Customer_18178,Product_227,2024-10-06,169,0.01,1183.9,38,203,0.19,Home Appliances,Europe,0.1002,1.81,181.36
d129ba72-d2ee-4476-8f25-864e1ba770a6,Customer_16968,Product_797,2024-11-04,183,0.11,134.73,11,444,0.02,Toys,Europe,0.1955,0.53,103.62
4dcf75bc-513b-4cb7-a349-38a27e7aeb65,Customer_11291,Product_947,2024-05-03,192,0.29,468.73,13,447,0.03,Electronics,Europe,0.0527,0.58,30.57
fd956250-2168-46f4-b3dd-40f221b3d152,Customer_6723,Product_420,2024-06-18,166,0.18,97.24,33,400,0.08,Toys,Asia,0.1119,1.19,133.16
